Method,LeadTimeMin,Aggregation,Metric,Threshold,Pool,Value
Enhanced,15,global_count,CSI,219,1,0.734030
Enhanced,20,global_count,CSI,219,1,0.682000
Enhanced,25,global_count,CSI,219,1,0.673996
Enhanced,30,global_count,CSI,219,1,0.612892
Enhanced,35,global_count,CSI,219,1,0.598135
Enhanced,40,global_count,CSI,219,1,0.467892
Enhanced,45,global_count,CSI,219,1,0.325987
Enhanced,50,global_count,CSI,219,1,0.333126
Enhanced,55,global_count,CSI,219,1,0.480350
Enhanced,60,global_count,CSI,219,1,0.483054
Enhanced,5,batch_avg,CSI,219,4,0.068746
Enhanced,10,batch_avg,CSI,219,4,0.045916
Enhanced,15,batch_avg,CSI,219,4,0.036595
Enhanced,20,batch_avg,CSI,219,4,0.029668
Enhanced,25,batch_avg,CSI,219,4,0.029277
Enhanced,30,batch_avg,CSI,219,4,0.026021
Enhanced,35,batch_avg,CSI,219,4,0.025265
Enhanced,40,batch_avg,CSI,219,4,0.023268
Enhanced,45,batch_avg,CSI,219,4,0.021451
Enhanced,50,batch_avg,CSI,219,4,0.020618
Enhanced,55,batch_avg,CSI,219,4,0.020023
Enhanced,60,batch_avg,CSI,219,4,0.020213
Enhanced,5,global_count,CSI,219,4,0.615556
Enhanced,10,global_count,CSI,219,4,0.659333
Enhanced,15,global_count,CSI,219,4,0.669864
Enhanced,20,global_count,CSI,219,4,0.623948
Enhanced,25,global_count,CSI,219,4,0.617506
Enhanced,30,global_count,CSI,219,4,0.564594
Enhanced,35,global_count,CSI,219,4,0.550866
Enhanced,40,global_count,CSI,219,4,0.428902
Enhanced,45,global_count,CSI,219,4,0.291202
Enhanced,50,global_count,CSI,219,4,0.294995
Enhanced,55,global_count,CSI,219,4,0.402364
Enhanced,60,global_count,CSI,219,4,0.402157
Enhanced,5,batch_avg,CSI,219,16,0.084643
Enhanced,10,batch_avg,CSI,219,16,0.051196
Enhanced,15,batch_avg,CSI,219,16,0.037620
Enhanced,20,batch_avg,CSI,219,16,0.029809
Enhanced,25,batch_avg,CSI,219,16,0.028705
Enhanced,30,batch_avg,CSI,219,16,0.025640
Enhanced,35,batch_avg,CSI,219,16,0.024361
Enhanced,40,batch_avg,CSI,219,16,0.022214
Enhanced,45,batch_avg,CSI,219,16,0.020601
Enhanced,50,batch_avg,CSI,219,16,0.019554
Enhanced,55,batch_avg,CSI,219,16,0.018842
Enhanced,60,batch_avg,CSI,219,16,0.018600
Enhanced,5,global_count,CSI,219,16,0.468510
Enhanced,10,global_count,CSI,219,16,0.447360
Enhanced,15,global_count,CSI,219,16,0.428692
Enhanced,20,global_count,CSI,219,16,0.398638
Enhanced,25,global_count,CSI,219,16,0.394118
Enhanced,30,global_count,CSI,219,16,0.362216
Enhanced,35,global_count,CSI,219,16,0.355059
Enhanced,40,global_count,CSI,219,16,0.278423
Enhanced,45,global_count,CSI,219,16,0.183542
Enhanced,50,global_count,CSI,219,16,0.175536
Enhanced,55,global_count,CSI,219,16,0.206601
Enhanced,60,global_count,CSI,219,16,0.207458
Enhanced,5,batch_avg,POD,16,1,0.948639
Enhanced,10,batch_avg,POD,16,1,0.927425
Enhanced,15,batch_avg,POD,16,1,0.905179
Enhanced,20,batch_avg,POD,16,1,0.884416
Enhanced,25,batch_avg,POD,16,1,0.865227
Enhanced,30,batch_avg,POD,16,1,0.844078
Enhanced,35,batch_avg,POD,16,1,0.820743
Enhanced,40,batch_avg,POD,16,1,0.795947
Enhanced,45,batch_avg,POD,16,1,0.768887
Enhanced,50,batch_avg,POD,16,1,0.743547
Enhanced,55,batch_avg,POD,16,1,0.721183
Enhanced,60,batch_avg,POD,16,1,0.696373
Enhanced,5,global_count,POD,16,1,0.958904
Enhanced,10,global_count,POD,16,1,0.944820
Enhanced,15,global_count,POD,16,1,0.928306
Enhanced,20,global_count,POD,16,1,0.911945
Enhanced,25,global_count,POD,16,1,0.897018
Enhanced,30,global_count,POD,16,1,0.879699
Enhanced,35,global_count,POD,16,1,0.860209
Enhanced,40,global_count,POD,16,1,0.837933
Enhanced,45,global_count,POD,16,1,0.810133
Enhanced,50,global_count,POD,16,1,0.789004
Enhanced,55,global_count,POD,16,1,0.774078
Enhanced,60,global_count,POD,16,1,0.752322
Enhanced,5,batch_avg,POD,16,4,0.929706
Enhanced,10,batch_avg,POD,16,4,0.902630
Enhanced,15,batch_avg,POD,16,4,0.877769
Enhanced,20,batch_avg,POD,16,4,0.855868
Enhanced,25,batch_avg,POD,16,4,0.836878
Enhanced,30,batch_avg,POD,16,4,0.816929
Enhanced,35,batch_avg,POD,16,4,0.795681
Enhanced,40,batch_avg,POD,16,4,0.773600
Enhanced,45,batch_avg,POD,16,4,0.750344
Enhanced,50,batch_avg,POD,16,4,0.728572
Enhanced,55,batch_avg,POD,16,4,0.709188
Enhanced,60,batch_avg,POD,16,4,0.687558
Enhanced,5,global_count,POD,16,4,0.942252
Enhanced,10,global_count,POD,16,4,0.921858
Enhanced,15,global_count,POD,16,4,0.902302
Enhanced,20,global_count,POD,16,4,0.884392
Enhanced,25,global_count,POD,16,4,0.868869
Enhanced,30,global_count,POD,16,4,0.851946
Enhanced,35,global_count,POD,16,4,0.833676
Enhanced,40,global_count,POD,16,4,0.813188
Enhanced,45,global_count,POD,16,4,0.788999
Enhanced,50,global_count,POD,16,4,0.770080
Enhanced,55,global_count,POD,16,4,0.756113
Enhanced,60,global_count,POD,16,4,0.736611
Enhanced,5,batch_avg,POD,16,16,0.914552
Enhanced,10,batch_avg,POD,16,16,0.878855
Enhanced,15,batch_avg,POD,16,16,0.847867
Enhanced,20,batch_avg,POD,16,16,0.821887
Enhanced,25,batch_avg,POD,16,16,0.800937
Enhanced,30,batch_avg,POD,16,16,0.781694
Enhanced,35,batch_avg,POD,16,16,0.763058
Enhanced,40,batch_avg,POD,16,16,0.744755
Enhanced,45,batch_avg,POD,16,16,0.726492
Enhanced,50,batch_avg,POD,16,16,0.709970
Enhanced,55,batch_avg,POD,16,16,0.695674
Enhanced,60,batch_avg,POD,16,16,0.679513
Enhanced,5,global_count,POD,16,16,0.925240
Enhanced,10,global_count,POD,16,16,0.894534
Enhanced,15,global_count,POD,16,16,0.867448
Enhanced,20,global_count,POD,16,16,0.844176
Enhanced,25,global_count,POD,16,16,0.825575
Enhanced,30,global_count,POD,16,16,0.808167
Enhanced,35,global_count,POD,16,16,0.791338
Enhanced,40,global_count,POD,16,16,0.774098
Enhanced,45,global_count,POD,16,16,0.755126
Enhanced,50,global_count,POD,16,16,0.739866
Enhanced,55,global_count,POD,16,16,0.727850
Enhanced,60,global_count,POD,16,16,0.712525
Enhanced,5,batch_avg,POD,74,1,0.850105
Enhanced,10,batch_avg,POD,74,1,0.802069
Enhanced,15,batch_avg,POD,74,1,0.769704
Enhanced,20,batch_avg,POD,74,1,0.741836
Enhanced,25,batch_avg,POD,74,1,0.716862
Enhanced,30,batch_avg,POD,74,1,0.690255
Enhanced,35,batch_avg,POD,74,1,0.663071
Enhanced,40,batch_avg,POD,74,1,0.634518
Enhanced,45,batch_avg,POD,74,1,0.605177
Enhanced,50,batch_avg,POD,74,1,0.576961
Enhanced,55,batch_avg,POD,74,1,0.550767
Enhanced,60,batch_avg,POD,74,1,0.519306
Enhanced,5,global_count,POD,74,1,0.894709
Enhanced,10,global_count,POD,74,1,0.867177
Enhanced,15,global_count,POD,74,1,0.849925
Enhanced,20,global_count,POD,74,1,0.830629
Enhanced,25,global_count,POD,74,1,0.812804
Enhanced,30,global_count,POD,74,1,0.791185
Enhanced,35,global_count,POD,74,1,0.768336
Enhanced,40,global_count,POD,74,1,0.740286
Enhanced,45,global_count,POD,74,1,0.701214
Enhanced,50,global_count,POD,74,1,0.676590
Enhanced,55,global_count,POD,74,1,0.661415
Enhanced,60,global_count,POD,74,1,0.630759
Enhanced,5,batch_avg,POD,74,4,0.824266
Enhanced,10,batch_avg,POD,74,4,0.770434
Enhanced,15,batch_avg,POD,74,4,0.735102
Enhanced,20,batch_avg,POD,74,4,0.706166
Enhanced,25,batch_avg,POD,74,4,0.682073
Enhanced,30,batch_avg,POD,74,4,0.658327
Enhanced,35,batch_avg,POD,74,4,0.634204
Enhanced,40,batch_avg,POD,74,4,0.609699
Enhanced,45,batch_avg,POD,74,4,0.585250
Enhanced,50,batch_avg,POD,74,4,0.561569
Enhanced,55,batch_avg,POD,74,4,0.539622
Enhanced,60,batch_avg,POD,74,4,0.512464
Enhanced,5,global_count,POD,74,4,0.868850
Enhanced,10,global_count,POD,74,4,0.832113
Enhanced,15,global_count,POD,74,4,0.810012
Enhanced,20,global_count,POD,74,4,0.789210
Enhanced,25,global_count,POD,74,4,0.771156
Enhanced,30,global_count,POD,74,4,0.751261
Enhanced,35,global_count,POD,74,4,0.730261
Enhanced,40,global_count,POD,74,4,0.706101
Enhanced,45,global_count,POD,74,4,0.673625
Enhanced,50,global_count,POD,74,4,0.652117
Enhanced,55,global_count,POD,74,4,0.637282
Enhanced,60,global_count,POD,74,4,0.610243
Enhanced,5,batch_avg,POD,74,16,0.826048
Enhanced,10,batch_avg,POD,74,16,0.760221
Enhanced,15,batch_avg,POD,74,16,0.709768
Enhanced,20,batch_avg,POD,74,16,0.671977
Enhanced,25,batch_avg,POD,74,16,0.643990
Enhanced,30,batch_avg,POD,74,16,0.621212
Enhanced,35,batch_avg,POD,74,16,0.600040
Enhanced,40,batch_avg,POD,74,16,0.581875
Enhanced,45,batch_avg,POD,74,16,0.563525
Enhanced,50,batch_avg,POD,74,16,0.546315
Enhanced,55,batch_avg,POD,74,16,0.531871
Enhanced,60,batch_avg,POD,74,16,0.511329
Enhanced,5,global_count,POD,74,16,0.861118
Enhanced,10,global_count,POD,74,16,0.806561
Enhanced,15,global_count,POD,74,16,0.765492
Enhanced,20,global_count,POD,74,16,0.734612
Enhanced,25,global_count,POD,74,16,0.711555
Enhanced,30,global_count,POD,74,16,0.691084
Enhanced,35,global_count,POD,74,16,0.671873
Enhanced,40,global_count,POD,74,16,0.653407
Enhanced,45,global_count,POD,74,16,0.630507
Enhanced,50,global_count,POD,74,16,0.613728
Enhanced,55,global_count,POD,74,16,0.601855
Enhanced,60,global_count,POD,74,16,0.581135
Enhanced,5,batch_avg,POD,133,1,0.582709
Enhanced,10,batch_avg,POD,133,1,0.500418
Enhanced,15,batch_avg,POD,133,1,0.460063
Enhanced,20,batch_avg,POD,133,1,0.415079
Enhanced,25,batch_avg,POD,133,1,0.372942
Enhanced,30,batch_avg,POD,133,1,0.336074
Enhanced,35,batch_avg,POD,133,1,0.301050
Enhanced,40,batch_avg,POD,133,1,0.263303
Enhanced,45,batch_avg,POD,133,1,0.225266
Enhanced,50,batch_avg,POD,133,1,0.185030
Enhanced,55,batch_avg,POD,133,1,0.152904
Enhanced,60,batch_avg,POD,133,1,0.118711
Enhanced,5,global_count,POD,133,1,0.713571
Enhanced,10,global_count,POD,133,1,0.682623
Enhanced,15,global_count,POD,133,1,0.654085
Enhanced,20,global_count,POD,133,1,0.617851
Enhanced,25,global_count,POD,133,1,0.587516
Enhanced,30,global_count,POD,133,1,0.551261
Enhanced,35,global_count,POD,133,1,0.516660
Enhanced,40,global_count,POD,133,1,0.452700
Enhanced,45,global_count,POD,133,1,0.356346
Enhanced,50,global_count,POD,133,1,0.311464
Enhanced,55,global_count,POD,133,1,0.295149
Enhanced,60,global_count,POD,133,1,0.250024
Enhanced,5,batch_avg,POD,133,4,0.572972
Enhanced,10,batch_avg,POD,133,4,0.486926
Enhanced,15,batch_avg,POD,133,4,0.445260
Enhanced,20,batch_avg,POD,133,4,0.400139
Enhanced,25,batch_avg,POD,133,4,0.363445
Enhanced,30,batch_avg,POD,133,4,0.330568
Enhanced,35,batch_avg,POD,133,4,0.299074
Enhanced,40,batch_avg,POD,133,4,0.268124
Enhanced,45,batch_avg,POD,133,4,0.235107
Enhanced,50,batch_avg,POD,133,4,0.199439
Enhanced,55,batch_avg,POD,133,4,0.170563
Enhanced,60,batch_avg,POD,133,4,0.137479
Enhanced,5,global_count,POD,133,4,0.671108
Enhanced,10,global_count,POD,133,4,0.620914
Enhanced,15,global_count,POD,133,4,0.590642
Enhanced,20,global_count,POD,133,4,0.556316
Enhanced,25,global_count,POD,133,4,0.527280
Enhanced,30,global_count,POD,133,4,0.494391
Enhanced,35,global_count,POD,133,4,0.461764
Enhanced,40,global_count,POD,133,4,0.410713
Enhanced,45,global_count,POD,133,4,0.338121
Enhanced,50,global_count,POD,133,4,0.297123
Enhanced,55,global_count,POD,133,4,0.273054
Enhanced,60,global_count,POD,133,4,0.229522
Enhanced,5,batch_avg,POD,133,16,0.619873
Enhanced,10,batch_avg,POD,133,16,0.521098
Enhanced,15,batch_avg,POD,133,16,0.467764
Enhanced,20,batch_avg,POD,133,16,0.411062
Enhanced,25,batch_avg,POD,133,16,0.374227
Enhanced,30,batch_avg,POD,133,16,0.342786
Enhanced,35,batch_avg,POD,133,16,0.313932
Enhanced,40,batch_avg,POD,133,16,0.289527
Enhanced,45,batch_avg,POD,133,16,0.263413
Enhanced,50,batch_avg,POD,133,16,0.231901
Enhanced,55,batch_avg,POD,133,16,0.208081
Enhanced,60,batch_avg,POD,133,16,0.173353
Enhanced,5,global_count,POD,133,16,0.684031
Enhanced,10,global_count,POD,133,16,0.603659
Enhanced,15,global_count,POD,133,16,0.557640
Enhanced,20,global_count,POD,133,16,0.511520
Enhanced,25,global_count,POD,133,16,0.478193
Enhanced,30,global_count,POD,133,16,0.445840
Enhanced,35,global_count,POD,133,16,0.416070
Enhanced,40,global_count,POD,133,16,0.380935
Enhanced,45,global_count,POD,133,16,0.336443
Enhanced,50,global_count,POD,133,16,0.299981
Enhanced,55,global_count,POD,133,16,0.274008
Enhanced,60,global_count,POD,133,16,0.232429
Enhanced,5,batch_avg,POD,160,1,0.418381
Enhanced,10,batch_avg,POD,160,1,0.312500
Enhanced,15,batch_avg,POD,160,1,0.256873
Enhanced,20,batch_avg,POD,160,1,0.207331
Enhanced,25,batch_avg,POD,160,1,0.164655
Enhanced,30,batch_avg,POD,160,1,0.127205
Enhanced,35,batch_avg,POD,160,1,0.098989
Enhanced,40,batch_avg,POD,160,1,0.072849
Enhanced,45,batch_avg,POD,160,1,0.051709
Enhanced,50,batch_avg,POD,160,1,0.035014
Enhanced,55,batch_avg,POD,160,1,0.027472
Enhanced,60,batch_avg,POD,160,1,0.023518
Enhanced,5,global_count,POD,160,1,0.720606
Enhanced,10,global_count,POD,160,1,0.704117
Enhanced,15,global_count,POD,160,1,0.661025
Enhanced,20,global_count,POD,160,1,0.607520
Enhanced,25,global_count,POD,160,1,0.573697
Enhanced,30,global_count,POD,160,1,0.528668
Enhanced,35,global_count,POD,160,1,0.498099
Enhanced,40,global_count,POD,160,1,0.392243
Enhanced,45,global_count,POD,160,1,0.245683
Enhanced,50,global_count,POD,160,1,0.214578
Enhanced,55,global_count,POD,160,1,0.242853
Enhanced,60,global_count,POD,160,1,0.233657
Enhanced,5,batch_avg,POD,160,4,0.421565
Enhanced,10,batch_avg,POD,160,4,0.312979
Enhanced,15,batch_avg,POD,160,4,0.257861
Enhanced,20,batch_avg,POD,160,4,0.206390
Enhanced,25,batch_avg,POD,160,4,0.163820
Enhanced,30,batch_avg,POD,160,4,0.128549
Enhanced,35,batch_avg,POD,160,4,0.102541
Enhanced,40,batch_avg,POD,160,4,0.077839
Enhanced,45,batch_avg,POD,160,4,0.055943
Enhanced,50,batch_avg,POD,160,4,0.038524
Enhanced,55,batch_avg,POD,160,4,0.029979
Enhanced,60,batch_avg,POD,160,4,0.025097
Enhanced,5,global_count,POD,160,4,0.652309
Enhanced,10,global_count,POD,160,4,0.598293
Enhanced,15,global_count,POD,160,4,0.548395
Enhanced,20,global_count,POD,160,4,0.497797
Enhanced,25,global_count,POD,160,4,0.459407
Enhanced,30,global_count,POD,160,4,0.413108
Enhanced,35,global_count,POD,160,4,0.381590
Enhanced,40,global_count,POD,160,4,0.298249
Enhanced,45,global_count,POD,160,4,0.191107
Enhanced,50,global_count,POD,160,4,0.157495
Enhanced,55,global_count,POD,160,4,0.159798
Enhanced,60,global_count,POD,160,4,0.148517
Enhanced,5,batch_avg,POD,160,16,0.471054
Enhanced,10,batch_avg,POD,160,16,0.349022
Enhanced,15,batch_avg,POD,160,16,0.289930
Enhanced,20,batch_avg,POD,160,16,0.226664
Enhanced,25,batch_avg,POD,160,16,0.180992
Enhanced,30,batch_avg,POD,160,16,0.143697
Enhanced,35,batch_avg,POD,160,16,0.117028
Enhanced,40,batch_avg,POD,160,16,0.091384
Enhanced,45,batch_avg,POD,160,16,0.067292
Enhanced,50,batch_avg,POD,160,16,0.047401
Enhanced,55,batch_avg,POD,160,16,0.037156
Enhanced,60,batch_avg,POD,160,16,0.029754
Enhanced,5,global_count,POD,160,16,0.610220
Enhanced,10,global_count,POD,160,16,0.505118
Enhanced,15,global_count,POD,160,16,0.442770
Enhanced,20,global_count,POD,160,16,0.382428
Enhanced,25,global_count,POD,160,16,0.334465
Enhanced,30,global_count,POD,160,16,0.287092
Enhanced,35,global_count,POD,160,16,0.252383
Enhanced,40,global_count,POD,160,16,0.199119
Enhanced,45,global_count,POD,160,16,0.137610
Enhanced,50,global_count,POD,160,16,0.101417
Enhanced,55,global_count,POD,160,16,0.084883
Enhanced,60,global_count,POD,160,16,0.070915
Enhanced,5,batch_avg,POD,181,1,0.290390
Enhanced,10,batch_avg,POD,181,1,0.199804
Enhanced,15,batch_avg,POD,181,1,0.155817
Enhanced,20,batch_avg,POD,181,1,0.115083
Enhanced,25,batch_avg,POD,181,1,0.083242
Enhanced,30,batch_avg,POD,181,1,0.057886
Enhanced,35,batch_avg,POD,181,1,0.042470
Enhanced,40,batch_avg,POD,181,1,0.031177
Enhanced,45,batch_avg,POD,181,1,0.024766
Enhanced,50,batch_avg,POD,181,1,0.021181
Enhanced,55,batch_avg,POD,181,1,0.021418
Enhanced,60,batch_avg,POD,181,1,0.021021
Enhanced,5,global_count,POD,181,1,0.751241
Enhanced,10,global_count,POD,181,1,0.770114
Enhanced,15,global_count,POD,181,1,0.736143
Enhanced,20,global_count,POD,181,1,0.673349
Enhanced,25,global_count,POD,181,1,0.647805
Enhanced,30,global_count,POD,181,1,0.608911
Enhanced,35,global_count,POD,181,1,0.582940
Enhanced,40,global_count,POD,181,1,0.442745
Enhanced,45,global_count,POD,181,1,0.286361
Enhanced,50,global_count,POD,181,1,0.282026
Enhanced,55,global_count,POD,181,1,0.373607
Enhanced,60,global_count,POD,181,1,0.370857
Enhanced,5,batch_avg,POD,181,4,0.302897
Enhanced,10,batch_avg,POD,181,4,0.207276
Enhanced,15,batch_avg,POD,181,4,0.160345
Enhanced,20,batch_avg,POD,181,4,0.118550
Enhanced,25,batch_avg,POD,181,4,0.084771
Enhanced,30,batch_avg,POD,181,4,0.059997
Enhanced,35,batch_avg,POD,181,4,0.044723
Enhanced,40,batch_avg,POD,181,4,0.033359
Enhanced,45,batch_avg,POD,181,4,0.025109
Enhanced,50,batch_avg,POD,181,4,0.021415
Enhanced,55,batch_avg,POD,181,4,0.021659
Enhanced,60,batch_avg,POD,181,4,0.020753
Enhanced,5,global_count,POD,181,4,0.681226
Enhanced,10,global_count,POD,181,4,0.652577
Enhanced,15,global_count,POD,181,4,0.605611
Enhanced,20,global_count,POD,181,4,0.547445
Enhanced,25,global_count,POD,181,4,0.515194
Enhanced,30,global_count,POD,181,4,0.471861
Enhanced,35,global_count,POD,181,4,0.446491
Enhanced,40,global_count,POD,181,4,0.337218
Enhanced,45,global_count,POD,181,4,0.212653
Enhanced,50,global_count,POD,181,4,0.202666
Enhanced,55,global_count,POD,181,4,0.244893
Enhanced,60,global_count,POD,181,4,0.243304
Enhanced,5,batch_avg,POD,181,16,0.348962
Enhanced,10,batch_avg,POD,181,16,0.234441
Enhanced,15,batch_avg,POD,181,16,0.183175
Enhanced,20,batch_avg,POD,181,16,0.132672
Enhanced,25,batch_avg,POD,181,16,0.095648
Enhanced,30,batch_avg,POD,181,16,0.066004
Enhanced,35,batch_avg,POD,181,16,0.049591
Enhanced,40,batch_avg,POD,181,16,0.036232
Enhanced,45,batch_avg,POD,181,16,0.024998
Enhanced,50,batch_avg,POD,181,16,0.021313
Enhanced,55,batch_avg,POD,181,16,0.021762
Enhanced,60,batch_avg,POD,181,16,0.020453
Enhanced,5,global_count,POD,181,16,0.596851
Enhanced,10,global_count,POD,181,16,0.489411
Enhanced,15,global_count,POD,181,16,0.422229
Enhanced,20,global_count,POD,181,16,0.358906
Enhanced,25,global_count,POD,181,16,0.310552
Enhanced,30,global_count,POD,181,16,0.261026
Enhanced,35,global_count,POD,181,16,0.230923
Enhanced,40,global_count,POD,181,16,0.170134
Enhanced,45,global_count,POD,181,16,0.100988
Enhanced,50,global_count,POD,181,16,0.088325
Enhanced,55,global_count,POD,181,16,0.093721
Enhanced,60,global_count,POD,181,16,0.092879
Enhanced,5,batch_avg,POD,219,1,0.059233
Enhanced,10,batch_avg,POD,219,1,0.042904
Enhanced,15,batch_avg,POD,219,1,0.034894
Enhanced,20,batch_avg,POD,219,1,0.029243
Enhanced,25,batch_avg,POD,219,1,0.029011
Enhanced,30,batch_avg,POD,219,1,0.025859
Enhanced,35,batch_avg,POD,219,1,0.025468
Enhanced,40,batch_avg,POD,219,1,0.026362
Enhanced,45,batch_avg,POD,219,1,0.024307
Enhanced,50,batch_avg,POD,219,1,0.022073
Enhanced,55,batch_avg,POD,219,1,0.021529
Enhanced,60,batch_avg,POD,219,1,0.021456
Enhanced,5,global_count,POD,219,1,0.644067
Enhanced,10,global_count,POD,219,1,0.710890
Enhanced,15,global_count,POD,219,1,0.736243
Enhanced,20,global_count,POD,219,1,0.683713
Enhanced,25,global_count,POD,219,1,0.675327
Enhanced,30,global_count,POD,219,1,0.648603
Enhanced,35,global_count,POD,219,1,0.632615
Enhanced,40,global_count,POD,219,1,0.546858
Enhanced,45,global_count,POD,219,1,0.400666
Enhanced,50,global_count,POD,219,1,0.412847
Enhanced,55,global_count,POD,219,1,0.658118
Enhanced,60,global_count,POD,219,1,0.647463
Enhanced,5,batch_avg,POD,219,4,0.069554
Enhanced,10,batch_avg,POD,219,4,0.046414
Enhanced,15,batch_avg,POD,219,4,0.037171
Enhanced,20,batch_avg,POD,219,4,0.029685
Enhanced,25,batch_avg,POD,219,4,0.029366
Enhanced,30,batch_avg,POD,219,4,0.026307
Enhanced,35,batch_avg,POD,219,4,0.025592
Enhanced,40,batch_avg,POD,219,4,0.026656
Enhanced,45,batch_avg,POD,219,4,0.024104
Enhanced,50,batch_avg,POD,219,4,0.021733
Enhanced,55,batch_avg,POD,219,4,0.020910
Enhanced,60,batch_avg,POD,219,4,0.021510
Enhanced,5,global_count,POD,219,4,0.615938
Enhanced,10,global_count,POD,219,4,0.660237
Enhanced,15,global_count,POD,219,4,0.672851
Enhanced,20,global_count,POD,219,4,0.626554
Enhanced,25,global_count,POD,219,4,0.619667
Enhanced,30,global_count,POD,219,4,0.594571
Enhanced,35,global_count,POD,219,4,0.579527
Enhanced,40,global_count,POD,219,4,0.495428
Enhanced,45,global_count,POD,219,4,0.355974
Enhanced,50,global_count,POD,219,4,0.361123
Enhanced,55,global_count,POD,219,4,0.529361
Enhanced,60,global_count,POD,219,4,0.518699
Enhanced,5,batch_avg,POD,219,16,0.085467
Enhanced,10,batch_avg,POD,219,16,0.051867
Enhanced,15,batch_avg,POD,219,16,0.038273
Enhanced,20,batch_avg,POD,219,16,0.030291
Enhanced,25,batch_avg,POD,219,16,0.028705
Enhanced,30,batch_avg,POD,219,16,0.025845
Enhanced,35,batch_avg,POD,219,16,0.024569
Enhanced,40,batch_avg,POD,219,16,0.025849
Enhanced,45,batch_avg,POD,219,16,0.023554
Enhanced,50,batch_avg,POD,219,16,0.020877
Enhanced,55,batch_avg,POD,219,16,0.020056
Enhanced,60,batch_avg,POD,219,16,0.020052
Enhanced,5,global_count,POD,219,16,0.468960
Enhanced,10,global_count,POD,219,16,0.447793
Enhanced,15,global_count,POD,219,16,0.431256
Enhanced,20,global_count,POD,219,16,0.401042
Enhanced,25,global_count,POD,219,16,0.396232
Enhanced,30,global_count,POD,219,16,0.374362
Enhanced,35,global_count,POD,219,16,0.366642
Enhanced,40,global_count,POD,219,16,0.305802
Enhanced,45,global_count,POD,219,16,0.213905
Enhanced,50,global_count,POD,219,16,0.202753
Enhanced,55,global_count,POD,219,16,0.243059
Enhanced,60,global_count,POD,219,16,0.241886
Enhanced,5,batch_avg,FAR,16,1,0.092089
Enhanced,10,batch_avg,FAR,16,1,0.121020
Enhanced,15,batch_avg,FAR,16,1,0.148934
Enhanced,20,batch_avg,FAR,16,1,0.171548
Enhanced,25,batch_avg,FAR,16,1,0.191787
Enhanced,30,batch_avg,FAR,16,1,0.210322
Enhanced,35,batch_avg,FAR,16,1,0.226228
Enhanced,40,batch_avg,FAR,16,1,0.241250
Enhanced,45,batch_avg,FAR,16,1,0.256150
Enhanced,50,batch_avg,FAR,16,1,0.266975
Enhanced,55,batch_avg,FAR,16,1,0.278896
Enhanced,60,batch_avg,FAR,16,1,0.289537
Enhanced,5,global_count,FAR,16,1,0.076027
Enhanced,10,global_count,FAR,16,1,0.101060
Enhanced,15,global_count,FAR,16,1,0.125810
Enhanced,20,global_count,FAR,16,1,0.145722
Enhanced,25,global_count,FAR,16,1,0.163347
Enhanced,30,global_count,FAR,16,1,0.179879
Enhanced,35,global_count,FAR,16,1,0.193268
Enhanced,40,global_count,FAR,16,1,0.208083
Enhanced,45,global_count,FAR,16,1,0.223884
Enhanced,50,global_count,FAR,16,1,0.231473
Enhanced,55,global_count,FAR,16,1,0.240598
Enhanced,60,global_count,FAR,16,1,0.248770
Enhanced,5,batch_avg,FAR,16,4,0.057010
Enhanced,10,batch_avg,FAR,16,4,0.077728
Enhanced,15,batch_avg,FAR,16,4,0.100406
Enhanced,20,batch_avg,FAR,16,4,0.119655
Enhanced,25,batch_avg,FAR,16,4,0.138055
Enhanced,30,batch_avg,FAR,16,4,0.156079
Enhanced,35,batch_avg,FAR,16,4,0.172406
Enhanced,40,batch_avg,FAR,16,4,0.188122
Enhanced,45,batch_avg,FAR,16,4,0.204389
Enhanced,50,batch_avg,FAR,16,4,0.216372
Enhanced,55,batch_avg,FAR,16,4,0.229163
Enhanced,60,batch_avg,FAR,16,4,0.240539
Enhanced,5,global_count,FAR,16,4,0.047974
Enhanced,10,global_count,FAR,16,4,0.066008
Enhanced,15,global_count,FAR,16,4,0.086035
Enhanced,20,global_count,FAR,16,4,0.102906
Enhanced,25,global_count,FAR,16,4,0.119102
Enhanced,30,global_count,FAR,16,4,0.135394
Enhanced,35,global_count,FAR,16,4,0.149622
Enhanced,40,global_count,FAR,16,4,0.165301
Enhanced,45,global_count,FAR,16,4,0.182122
Enhanced,50,global_count,FAR,16,4,0.190916
Enhanced,55,global_count,FAR,16,4,0.201143
Enhanced,60,global_count,FAR,16,4,0.209975
Enhanced,5,batch_avg,FAR,16,16,0.026198
Enhanced,10,batch_avg,FAR,16,16,0.033109
Enhanced,15,batch_avg,FAR,16,16,0.042503
Enhanced,20,batch_avg,FAR,16,16,0.050365
Enhanced,25,batch_avg,FAR,16,16,0.059422
Enhanced,30,batch_avg,FAR,16,16,0.069553
Enhanced,35,batch_avg,FAR,16,16,0.080327
Enhanced,40,batch_avg,FAR,16,16,0.091889
Enhanced,45,batch_avg,FAR,16,16,0.104309
Enhanced,50,batch_avg,FAR,16,16,0.113155
Enhanced,55,batch_avg,FAR,16,16,0.123373
Enhanced,60,batch_avg,FAR,16,16,0.132809
Enhanced,5,global_count,FAR,16,16,0.022938
Enhanced,10,global_count,FAR,16,16,0.029165
Enhanced,15,global_count,FAR,16,16,0.037179
