Method,LeadTimeMin,Aggregation,Metric,Threshold,Pool,Value
Baseline,60,global_count,FAR,160,4,0.236148
Baseline,5,batch_avg,FAR,160,16,0.014473
Baseline,10,batch_avg,FAR,160,16,0.017236
Baseline,15,batch_avg,FAR,160,16,0.022535
Baseline,20,batch_avg,FAR,160,16,0.028240
Baseline,25,batch_avg,FAR,160,16,0.037705
Baseline,30,batch_avg,FAR,160,16,0.029660
Baseline,35,batch_avg,FAR,160,16,0.024648
Baseline,40,batch_avg,FAR,160,16,0.019731
Baseline,45,batch_avg,FAR,160,16,0.019078
Baseline,50,batch_avg,FAR,160,16,0.019332
Baseline,55,batch_avg,FAR,160,16,0.010644
Baseline,60,batch_avg,FAR,160,16,0.013503
Baseline,5,global_count,FAR,160,16,0.008985
Baseline,10,global_count,FAR,160,16,0.014990
Baseline,15,global_count,FAR,160,16,0.047064
Baseline,20,global_count,FAR,160,16,0.059827
Baseline,25,global_count,FAR,160,16,0.064074
Baseline,30,global_count,FAR,160,16,0.076853
Baseline,35,global_count,FAR,160,16,0.070228
Baseline,40,global_count,FAR,160,16,0.260442
Baseline,45,global_count,FAR,160,16,0.415383
Baseline,50,global_count,FAR,160,16,0.299065
Baseline,55,global_count,FAR,160,16,0.242111
Baseline,60,global_count,FAR,160,16,0.225935
Baseline,5,batch_avg,FAR,181,1,0.064526
Baseline,10,batch_avg,FAR,181,1,0.092145
Baseline,15,batch_avg,FAR,181,1,0.108882
Baseline,20,batch_avg,FAR,181,1,0.103235
Baseline,25,batch_avg,FAR,181,1,0.083977
Baseline,30,batch_avg,FAR,181,1,0.058965
Baseline,35,batch_avg,FAR,181,1,0.014543
Baseline,40,batch_avg,FAR,181,1,0.016405
Baseline,45,batch_avg,FAR,181,1,0.010062
Baseline,50,batch_avg,FAR,181,1,0.008551
Baseline,55,batch_avg,FAR,181,1,0.008506
Baseline,60,batch_avg,FAR,181,1,0.005625
Baseline,5,global_count,FAR,181,1,0.007953
Baseline,10,global_count,FAR,181,1,0.013756
Baseline,15,global_count,FAR,181,1,0.058013
Baseline,20,global_count,FAR,181,1,0.025049
Baseline,25,global_count,FAR,181,1,0.008161
Baseline,30,global_count,FAR,181,1,0.083199
Baseline,35,global_count,FAR,181,1,0.108178
Baseline,40,global_count,FAR,181,1,0.127228
Baseline,45,global_count,FAR,181,1,0.189842
Baseline,50,global_count,FAR,181,1,0.237861
Baseline,55,global_count,FAR,181,1,0.236457
Baseline,60,global_count,FAR,181,1,0.238170
Baseline,5,batch_avg,FAR,181,4,0.031109
Baseline,10,batch_avg,FAR,181,4,0.049101
Baseline,15,batch_avg,FAR,181,4,0.061859
Baseline,20,batch_avg,FAR,181,4,0.062068
Baseline,25,batch_avg,FAR,181,4,0.049821
Baseline,30,batch_avg,FAR,181,4,0.040735
Baseline,35,batch_avg,FAR,181,4,0.010987
Baseline,40,batch_avg,FAR,181,4,0.011853
Baseline,45,batch_avg,FAR,181,4,0.009971
Baseline,50,batch_avg,FAR,181,4,0.008493
Baseline,55,batch_avg,FAR,181,4,0.008426
Baseline,60,batch_avg,FAR,181,4,0.005544
Baseline,5,global_count,FAR,181,4,0.006831
Baseline,10,global_count,FAR,181,4,0.012515
Baseline,15,global_count,FAR,181,4,0.057856
Baseline,20,global_count,FAR,181,4,0.031761
Baseline,25,global_count,FAR,181,4,0.014452
Baseline,30,global_count,FAR,181,4,0.081848
Baseline,35,global_count,FAR,181,4,0.104719
Baseline,40,global_count,FAR,181,4,0.130916
Baseline,45,global_count,FAR,181,4,0.188426
Baseline,50,global_count,FAR,181,4,0.235019
Baseline,55,global_count,FAR,181,4,0.232136
Baseline,60,global_count,FAR,181,4,0.233401
Baseline,5,batch_avg,FAR,181,16,0.011465
Baseline,10,batch_avg,FAR,181,16,0.011268
Baseline,15,batch_avg,FAR,181,16,0.014027
Baseline,20,batch_avg,FAR,181,16,0.016939
Baseline,25,batch_avg,FAR,181,16,0.015239
Baseline,30,batch_avg,FAR,181,16,0.013738
Baseline,35,batch_avg,FAR,181,16,0.002769
Baseline,40,batch_avg,FAR,181,16,0.007037
Baseline,45,batch_avg,FAR,181,16,0.009628
Baseline,50,batch_avg,FAR,181,16,0.008271
Baseline,55,batch_avg,FAR,181,16,0.008097
Baseline,60,batch_avg,FAR,181,16,0.005178
Baseline,5,global_count,FAR,181,16,0.005875
Baseline,10,global_count,FAR,181,16,0.010251
Baseline,15,global_count,FAR,181,16,0.050504
Baseline,20,global_count,FAR,181,16,0.040807
Baseline,25,global_count,FAR,181,16,0.019842
Baseline,30,global_count,FAR,181,16,0.076779
Baseline,35,global_count,FAR,181,16,0.093798
Baseline,40,global_count,FAR,181,16,0.140592
Baseline,45,global_count,FAR,181,16,0.183030
Baseline,50,global_count,FAR,181,16,0.225734
Baseline,55,global_count,FAR,181,16,0.215799
Baseline,60,global_count,FAR,181,16,0.214414
Baseline,5,batch_avg,FAR,219,1,0.022176
Baseline,10,batch_avg,FAR,219,1,0.029555
Baseline,15,batch_avg,FAR,219,1,0.025905
Baseline,20,batch_avg,FAR,219,1,0.014368
Baseline,25,batch_avg,FAR,219,1,0.000000
Baseline,30,batch_avg,FAR,219,1,0.002870
Baseline,35,batch_avg,FAR,219,1,0.000000
Baseline,40,batch_avg,FAR,219,1,0.000000
Baseline,45,batch_avg,FAR,219,1,0.000000
Baseline,50,batch_avg,FAR,219,1,0.000000
Baseline,55,batch_avg,FAR,219,1,0.000000
Baseline,60,batch_avg,FAR,219,1,0.000000
Baseline,5,global_count,FAR,219,1,0.000169
Baseline,10,global_count,FAR,219,1,0.001681
Baseline,15,global_count,FAR,219,1,0.000597
Baseline,20,global_count,FAR,219,1,0.000133
Baseline,25,global_count,FAR,219,1,0.000000
Baseline,30,global_count,FAR,219,1,0.120766
Baseline,35,global_count,FAR,219,1,0.000000
Baseline,40,global_count,FAR,219,1,0.000000
Baseline,45,global_count,FAR,219,1,0.000000
Baseline,50,global_count,FAR,219,1,0.000000
Baseline,55,global_count,FAR,219,1,0.000000
Baseline,60,global_count,FAR,219,1,0.000000
Baseline,5,batch_avg,FAR,219,4,0.010781
Baseline,10,batch_avg,FAR,219,4,0.015793
Baseline,15,batch_avg,FAR,219,4,0.010032
Baseline,20,batch_avg,FAR,219,4,0.010057
Baseline,25,batch_avg,FAR,219,4,0.000000
Baseline,30,batch_avg,FAR,219,4,0.002865
Baseline,35,batch_avg,FAR,219,4,0.000000
Baseline,40,batch_avg,FAR,219,4,0.000000
Baseline,45,batch_avg,FAR,219,4,0.000000
Baseline,50,batch_avg,FAR,219,4,0.000000
Baseline,55,batch_avg,FAR,219,4,0.000000
Baseline,60,batch_avg,FAR,219,4,0.000000
Baseline,5,global_count,FAR,219,4,0.000258
Baseline,10,global_count,FAR,219,4,0.002110
Baseline,15,global_count,FAR,219,4,0.001232
Baseline,20,global_count,FAR,219,4,0.000531
Baseline,25,global_count,FAR,219,4,0.000000
Baseline,30,global_count,FAR,219,4,0.120064
Baseline,35,global_count,FAR,219,4,0.000000
Baseline,40,global_count,FAR,219,4,0.000000
Baseline,45,global_count,FAR,219,4,0.000000
Baseline,50,global_count,FAR,219,4,0.000000
Baseline,55,global_count,FAR,219,4,0.000000
Baseline,60,global_count,FAR,219,4,0.000000
Baseline,5,batch_avg,FAR,219,16,0.007754
Baseline,10,batch_avg,FAR,219,16,0.006543
Baseline,15,batch_avg,FAR,219,16,0.005428
Baseline,20,batch_avg,FAR,219,16,0.005747
Baseline,25,batch_avg,FAR,219,16,0.000000
Baseline,30,batch_avg,FAR,219,16,0.002839
Baseline,35,batch_avg,FAR,219,16,0.000000
Baseline,40,batch_avg,FAR,219,16,0.000000
Baseline,45,batch_avg,FAR,219,16,0.000000
Baseline,50,batch_avg,FAR,219,16,0.000000
Baseline,55,batch_avg,FAR,219,16,0.000000
Baseline,60,batch_avg,FAR,219,16,0.000000
Baseline,5,global_count,FAR,219,16,0.000794
Baseline,10,global_count,FAR,219,16,0.002614
Baseline,15,global_count,FAR,219,16,0.002556
Baseline,20,global_count,FAR,219,16,0.002189
Baseline,25,global_count,FAR,219,16,0.000000
Baseline,30,global_count,FAR,219,16,0.117295
Baseline,35,global_count,FAR,219,16,0.000000
Baseline,40,global_count,FAR,219,16,0.000000
Baseline,45,global_count,FAR,219,16,0.000000
Baseline,50,global_count,FAR,219,16,0.000000
Baseline,55,global_count,FAR,219,16,0.000000
Baseline,60,global_count,FAR,219,16,0.000000
Enhanced,5,batch_avg,CSI,16,1,0.867238
Enhanced,10,batch_avg,CSI,16,1,0.825645
Enhanced,15,batch_avg,CSI,16,1,0.785782
Enhanced,20,batch_avg,CSI,16,1,0.752993
Enhanced,25,batch_avg,CSI,16,1,0.724154
Enhanced,30,batch_avg,CSI,16,1,0.696235
Enhanced,35,batch_avg,CSI,16,1,0.669904
Enhanced,40,batch_avg,CSI,16,1,0.643501
Enhanced,45,batch_avg,CSI,16,1,0.616091
Enhanced,50,batch_avg,CSI,16,1,0.594091
Enhanced,55,batch_avg,CSI,16,1,0.574237
Enhanced,60,batch_avg,CSI,16,1,0.553475
Enhanced,5,global_count,CSI,16,1,0.888779
Enhanced,10,global_count,CSI,16,1,0.854099
Enhanced,15,global_count,CSI,16,1,0.818903
Enhanced,20,global_count,CSI,16,1,0.789181
Enhanced,25,global_count,CSI,16,1,0.763333
Enhanced,30,global_count,CSI,16,1,0.737417
Enhanced,35,global_count,CSI,16,1,0.713228
Enhanced,40,global_count,CSI,16,1,0.686732
Enhanced,45,global_count,CSI,16,1,0.656671
Enhanced,50,global_count,CSI,16,1,0.637507
Enhanced,55,global_count,CSI,16,1,0.621626
Enhanced,60,global_count,CSI,16,1,0.602276
Enhanced,5,batch_avg,CSI,16,4,0.881671
Enhanced,10,batch_avg,CSI,16,4,0.841248
Enhanced,15,batch_avg,CSI,16,4,0.802778
Enhanced,20,batch_avg,CSI,16,4,0.770968
Enhanced,25,batch_avg,CSI,16,4,0.742895
Enhanced,30,batch_avg,CSI,16,4,0.715158
Enhanced,35,batch_avg,CSI,16,4,0.688651
Enhanced,40,batch_avg,CSI,16,4,0.662146
Enhanced,45,batch_avg,CSI,16,4,0.635094
Enhanced,50,batch_avg,CSI,16,4,0.613355
Enhanced,55,batch_avg,CSI,16,4,0.593598
Enhanced,60,batch_avg,CSI,16,4,0.573177
Enhanced,5,global_count,CSI,16,4,0.899541
Enhanced,10,global_count,CSI,16,4,0.865472
Enhanced,15,global_count,CSI,16,4,0.831662
Enhanced,20,global_count,CSI,16,4,0.802935
Enhanced,25,global_count,CSI,16,4,0.777529
Enhanced,30,global_count,CSI,16,4,0.751665
Enhanced,35,global_count,CSI,16,4,0.727032
Enhanced,40,global_count,CSI,16,4,0.700395
Enhanced,45,global_count,CSI,16,4,0.671094
Enhanced,50,global_count,CSI,16,4,0.651665
Enhanced,55,global_count,CSI,16,4,0.635186
Enhanced,60,global_count,CSI,16,4,0.616009
Enhanced,5,batch_avg,CSI,16,16,0.893279
Enhanced,10,batch_avg,CSI,16,16,0.854116
Enhanced,15,batch_avg,CSI,16,16,0.818716
Enhanced,20,batch_avg,CSI,16,16,0.789570
Enhanced,25,batch_avg,CSI,16,16,0.764656
Enhanced,30,batch_avg,CSI,16,16,0.740859
Enhanced,35,batch_avg,CSI,16,16,0.717736
Enhanced,40,batch_avg,CSI,16,16,0.694926
Enhanced,45,batch_avg,CSI,16,16,0.672017
Enhanced,50,batch_avg,CSI,16,16,0.653551
Enhanced,55,batch_avg,CSI,16,16,0.636504
Enhanced,60,batch_avg,CSI,16,16,0.618765
Enhanced,5,global_count,CSI,16,16,0.905570
Enhanced,10,global_count,CSI,16,16,0.871124
Enhanced,15,global_count,CSI,16,16,0.839334
Enhanced,20,global_count,CSI,16,16,0.812431
Enhanced,25,global_count,CSI,16,16,0.789563
Enhanced,30,global_count,CSI,16,16,0.767169
Enhanced,35,global_count,CSI,16,16,0.745376
Enhanced,40,global_count,CSI,16,16,0.722946
Enhanced,45,global_count,CSI,16,16,0.698556
Enhanced,50,global_count,CSI,16,16,0.681433
Enhanced,55,global_count,CSI,16,16,0.665928
Enhanced,60,global_count,CSI,16,16,0.648650
Enhanced,5,batch_avg,CSI,74,1,0.790076
Enhanced,10,batch_avg,CSI,74,1,0.724983
Enhanced,15,batch_avg,CSI,74,1,0.671378
Enhanced,20,batch_avg,CSI,74,1,0.630501
Enhanced,25,batch_avg,CSI,74,1,0.594598
Enhanced,30,batch_avg,CSI,74,1,0.558847
Enhanced,35,batch_avg,CSI,74,1,0.526337
Enhanced,40,batch_avg,CSI,74,1,0.494472
Enhanced,45,batch_avg,CSI,74,1,0.462480
Enhanced,50,batch_avg,CSI,74,1,0.436406
Enhanced,55,batch_avg,CSI,74,1,0.413546
Enhanced,60,batch_avg,CSI,74,1,0.388616
Enhanced,5,global_count,CSI,74,1,0.842254
Enhanced,10,global_count,CSI,74,1,0.793749
Enhanced,15,global_count,CSI,74,1,0.749512
Enhanced,20,global_count,CSI,74,1,0.712625
Enhanced,25,global_count,CSI,74,1,0.680811
Enhanced,30,global_count,CSI,74,1,0.646279
Enhanced,35,global_count,CSI,74,1,0.615515
Enhanced,40,global_count,CSI,74,1,0.578817
Enhanced,45,global_count,CSI,74,1,0.535240
Enhanced,50,global_count,CSI,74,1,0.511079
Enhanced,55,global_count,CSI,74,1,0.493019
Enhanced,60,global_count,CSI,74,1,0.468097
Enhanced,5,batch_avg,CSI,74,4,0.794010
Enhanced,10,batch_avg,CSI,74,4,0.729899
Enhanced,15,batch_avg,CSI,74,4,0.680204
Enhanced,20,batch_avg,CSI,74,4,0.641970
Enhanced,25,batch_avg,CSI,74,4,0.608772
Enhanced,30,batch_avg,CSI,74,4,0.575777
Enhanced,35,batch_avg,CSI,74,4,0.545010
Enhanced,40,batch_avg,CSI,74,4,0.514861
Enhanced,45,batch_avg,CSI,74,4,0.484587
Enhanced,50,batch_avg,CSI,74,4,0.459565
Enhanced,55,batch_avg,CSI,74,4,0.437126
Enhanced,60,batch_avg,CSI,74,4,0.412613
Enhanced,5,global_count,CSI,74,4,0.841798
Enhanced,10,global_count,CSI,74,4,0.792662
Enhanced,15,global_count,CSI,74,4,0.753032
Enhanced,20,global_count,CSI,74,4,0.719145
Enhanced,25,global_count,CSI,74,4,0.689796
Enhanced,30,global_count,CSI,74,4,0.657891
Enhanced,35,global_count,CSI,74,4,0.628449
Enhanced,40,global_count,CSI,74,4,0.594395
Enhanced,45,global_count,CSI,74,4,0.554144
Enhanced,50,global_count,CSI,74,4,0.530544
Enhanced,55,global_count,CSI,74,4,0.511620
Enhanced,60,global_count,CSI,74,4,0.486828
Enhanced,5,batch_avg,CSI,74,16,0.813048
Enhanced,10,batch_avg,CSI,74,16,0.745064
Enhanced,15,batch_avg,CSI,74,16,0.691095
Enhanced,20,batch_avg,CSI,74,16,0.651600
Enhanced,25,batch_avg,CSI,74,16,0.620169
Enhanced,30,batch_avg,CSI,74,16,0.592289
Enhanced,35,batch_avg,CSI,74,16,0.567110
Enhanced,40,batch_avg,CSI,74,16,0.544036
Enhanced,45,batch_avg,CSI,74,16,0.519461
Enhanced,50,batch_avg,CSI,74,16,0.499419
Enhanced,55,batch_avg,CSI,74,16,0.481867
Enhanced,60,batch_avg,CSI,74,16,0.460285
Enhanced,5,global_count,CSI,74,16,0.849226
Enhanced,10,global_count,CSI,74,16,0.791981
Enhanced,15,global_count,CSI,74,16,0.746643
Enhanced,20,global_count,CSI,74,16,0.712353
Enhanced,25,global_count,CSI,74,16,0.685186
Enhanced,30,global_count,CSI,74,16,0.658538
Enhanced,35,global_count,CSI,74,16,0.634601
Enhanced,40,global_count,CSI,74,16,0.609049
Enhanced,45,global_count,CSI,74,16,0.578553
Enhanced,50,global_count,CSI,74,16,0.558966
Enhanced,55,global_count,CSI,74,16,0.542757
Enhanced,60,global_count,CSI,74,16,0.520804
Enhanced,5,batch_avg,CSI,133,1,0.536720
Enhanced,10,batch_avg,CSI,133,1,0.441968
Enhanced,15,batch_avg,CSI,133,1,0.383873
Enhanced,20,batch_avg,CSI,133,1,0.333775
Enhanced,25,batch_avg,CSI,133,1,0.292097
Enhanced,30,batch_avg,CSI,133,1,0.255908
Enhanced,35,batch_avg,CSI,133,1,0.226027
Enhanced,40,batch_avg,CSI,133,1,0.195151
Enhanced,45,batch_avg,CSI,133,1,0.166919
Enhanced,50,batch_avg,CSI,133,1,0.139165
Enhanced,55,batch_avg,CSI,133,1,0.117621
Enhanced,60,batch_avg,CSI,133,1,0.094375
Enhanced,5,global_count,CSI,133,1,0.672693
Enhanced,10,global_count,CSI,133,1,0.616668
Enhanced,15,global_count,CSI,133,1,0.555687
Enhanced,20,global_count,CSI,133,1,0.505041
Enhanced,25,global_count,CSI,133,1,0.468137
Enhanced,30,global_count,CSI,133,1,0.424519
Enhanced,35,global_count,CSI,133,1,0.394084
Enhanced,40,global_count,CSI,133,1,0.336990
Enhanced,45,global_count,CSI,133,1,0.257587
Enhanced,50,global_count,CSI,133,1,0.226984
Enhanced,55,global_count,CSI,133,1,0.215383
Enhanced,60,global_count,CSI,133,1,0.189349
Enhanced,5,batch_avg,CSI,133,4,0.550331
Enhanced,10,batch_avg,CSI,133,4,0.457166
Enhanced,15,batch_avg,CSI,133,4,0.404317
Enhanced,20,batch_avg,CSI,133,4,0.355829
Enhanced,25,batch_avg,CSI,133,4,0.317014
Enhanced,30,batch_avg,CSI,133,4,0.281784
Enhanced,35,batch_avg,CSI,133,4,0.251165
Enhanced,40,batch_avg,CSI,133,4,0.221656
Enhanced,45,batch_avg,CSI,133,4,0.192343
Enhanced,50,batch_avg,CSI,133,4,0.163675
Enhanced,55,batch_avg,CSI,133,4,0.141230
Enhanced,60,batch_avg,CSI,133,4,0.116046
Enhanced,5,global_count,CSI,133,4,0.651126
Enhanced,10,global_count,CSI,133,4,0.588451
Enhanced,15,global_count,CSI,133,4,0.538729
Enhanced,20,global_count,CSI,133,4,0.494495
Enhanced,25,global_count,CSI,133,4,0.459669
Enhanced,30,global_count,CSI,133,4,0.419798
Enhanced,35,global_count,CSI,133,4,0.387605
Enhanced,40,global_count,CSI,133,4,0.337137
Enhanced,45,global_count,CSI,133,4,0.269803
Enhanced,50,global_count,CSI,133,4,0.237475
Enhanced,55,global_count,CSI,133,4,0.218391
Enhanced,60,global_count,CSI,133,4,0.187694
Enhanced,5,batch_avg,CSI,133,16,0.608731
Enhanced,10,batch_avg,CSI,133,16,0.508733
Enhanced,15,batch_avg,CSI,133,16,0.451527
Enhanced,20,batch_avg,CSI,133,16,0.396527
Enhanced,25,batch_avg,CSI,133,16,0.358938
Enhanced,30,batch_avg,CSI,133,16,0.325511
Enhanced,35,batch_avg,CSI,133,16,0.295441
Enhanced,40,batch_avg,CSI,133,16,0.269224
Enhanced,45,batch_avg,CSI,133,16,0.241991
Enhanced,50,batch_avg,CSI,133,16,0.212416
Enhanced,55,batch_avg,CSI,133,16,0.190258
Enhanced,60,batch_avg,CSI,133,16,0.158273
Enhanced,5,global_count,CSI,133,16,0.674548
Enhanced,10,global_count,CSI,133,16,0.591190
Enhanced,15,global_count,CSI,133,16,0.539911
Enhanced,20,global_count,CSI,133,16,0.491929
Enhanced,25,global_count,CSI,133,16,0.456918
Enhanced,30,global_count,CSI,133,16,0.421619
Enhanced,35,global_count,CSI,133,16,0.390835
Enhanced,40,global_count,CSI,133,16,0.352836
Enhanced,45,global_count,CSI,133,16,0.305841
Enhanced,50,global_count,CSI,133,16,0.271729
Enhanced,55,global_count,CSI,133,16,0.247999
Enhanced,60,global_count,CSI,133,16,0.211200
Enhanced,5,batch_avg,CSI,160,1,0.389622
Enhanced,10,batch_avg,CSI,160,1,0.285540
Enhanced,15,batch_avg,CSI,160,1,0.226440
Enhanced,20,batch_avg,CSI,160,1,0.181354
Enhanced,25,batch_avg,CSI,160,1,0.144792
Enhanced,30,batch_avg,CSI,160,1,0.112134
Enhanced,35,batch_avg,CSI,160,1,0.088721
Enhanced,40,batch_avg,CSI,160,1,0.063686
Enhanced,45,batch_avg,CSI,160,1,0.045187
Enhanced,50,batch_avg,CSI,160,1,0.030723
Enhanced,55,batch_avg,CSI,160,1,0.023823
Enhanced,60,batch_avg,CSI,160,1,0.020302
Enhanced,5,global_count,CSI,160,1,0.696770
Enhanced,10,global_count,CSI,160,1,0.667557
Enhanced,15,global_count,CSI,160,1,0.599973
Enhanced,20,global_count,CSI,160,1,0.544815
Enhanced,25,global_count,CSI,160,1,0.516112
Enhanced,30,global_count,CSI,160,1,0.466637
Enhanced,35,global_count,CSI,160,1,0.452096
Enhanced,40,global_count,CSI,160,1,0.333019
Enhanced,45,global_count,CSI,160,1,0.193482
Enhanced,50,global_count,CSI,160,1,0.167377
Enhanced,55,global_count,CSI,160,1,0.183808
Enhanced,60,global_count,CSI,160,1,0.178779
Enhanced,5,batch_avg,CSI,160,4,0.405370
Enhanced,10,batch_avg,CSI,160,4,0.297827
Enhanced,15,batch_avg,CSI,160,4,0.238711
Enhanced,20,batch_avg,CSI,160,4,0.190958
Enhanced,25,batch_avg,CSI,160,4,0.151543
Enhanced,30,batch_avg,CSI,160,4,0.118486
Enhanced,35,batch_avg,CSI,160,4,0.095062
Enhanced,40,batch_avg,CSI,160,4,0.069895
Enhanced,45,batch_avg,CSI,160,4,0.049836
Enhanced,50,batch_avg,CSI,160,4,0.034181
Enhanced,55,batch_avg,CSI,160,4,0.026217
Enhanced,60,batch_avg,CSI,160,4,0.021738
Enhanced,5,global_count,CSI,160,4,0.637820
Enhanced,10,global_count,CSI,160,4,0.577853
Enhanced,15,global_count,CSI,160,4,0.513309
Enhanced,20,global_count,CSI,160,4,0.461561
Enhanced,25,global_count,CSI,160,4,0.425509
Enhanced,30,global_count,CSI,160,4,0.377481
Enhanced,35,global_count,CSI,160,4,0.354492
Enhanced,40,global_count,CSI,160,4,0.265047
Enhanced,45,global_count,CSI,160,4,0.160964
Enhanced,50,global_count,CSI,160,4,0.132231
Enhanced,55,global_count,CSI,160,4,0.132847
Enhanced,60,global_count,CSI,160,4,0.124343
Enhanced,5,batch_avg,CSI,160,16,0.461349
Enhanced,10,batch_avg,CSI,160,16,0.340369
Enhanced,15,batch_avg,CSI,160,16,0.279128
Enhanced,20,batch_avg,CSI,160,16,0.219662
Enhanced,25,batch_avg,CSI,160,16,0.175322
Enhanced,30,batch_avg,CSI,160,16,0.138668
Enhanced,35,batch_avg,CSI,160,16,0.113121
Enhanced,40,batch_avg,CSI,160,16,0.086071
Enhanced,45,batch_avg,CSI,160,16,0.062236
Enhanced,50,batch_avg,CSI,160,16,0.043347
Enhanced,55,batch_avg,CSI,160,16,0.033425
Enhanced,60,batch_avg,CSI,160,16,0.026191
Enhanced,5,global_count,CSI,160,16,0.601673
Enhanced,10,global_count,CSI,160,16,0.496033
Enhanced,15,global_count,CSI,160,16,0.429370
Enhanced,20,global_count,CSI,160,16,0.369875
Enhanced,25,global_count,CSI,160,16,0.323449
Enhanced,30,global_count,CSI,160,16,0.276029
Enhanced,35,global_count,CSI,160,16,0.243980
Enhanced,40,global_count,CSI,160,16,0.189204
Enhanced,45,global_count,CSI,160,16,0.127685
Enhanced,50,global_count,CSI,160,16,0.094010
Enhanced,55,global_count,CSI,160,16,0.078784
Enhanced,60,global_count,CSI,160,16,0.065992
Enhanced,5,batch_avg,CSI,181,1,0.275796
Enhanced,10,batch_avg,CSI,181,1,0.187617
Enhanced,15,batch_avg,CSI,181,1,0.142142
Enhanced,20,batch_avg,CSI,181,1,0.106827
Enhanced,25,batch_avg,CSI,181,1,0.078706
Enhanced,30,batch_avg,CSI,181,1,0.055161
Enhanced,35,batch_avg,CSI,181,1,0.041234
Enhanced,40,batch_avg,CSI,181,1,0.027600
Enhanced,45,batch_avg,CSI,181,1,0.021992
Enhanced,50,batch_avg,CSI,181,1,0.019714
Enhanced,55,batch_avg,CSI,181,1,0.019719
Enhanced,60,batch_avg,CSI,181,1,0.019430
Enhanced,5,global_count,CSI,181,1,0.739252
Enhanced,10,global_count,CSI,181,1,0.749089
Enhanced,15,global_count,CSI,181,1,0.686359
Enhanced,20,global_count,CSI,181,1,0.628719
Enhanced,25,global_count,CSI,181,1,0.627235
Enhanced,30,global_count,CSI,181,1,0.571940
Enhanced,35,global_count,CSI,181,1,0.552014
Enhanced,40,global_count,CSI,181,1,0.380268
Enhanced,45,global_count,CSI,181,1,0.229861
Enhanced,50,global_count,CSI,181,1,0.220670
Enhanced,55,global_count,CSI,181,1,0.274574
Enhanced,60,global_count,CSI,181,1,0.275979
Enhanced,5,batch_avg,CSI,181,4,0.293364
Enhanced,10,batch_avg,CSI,181,4,0.198520
Enhanced,15,batch_avg,CSI,181,4,0.151028
Enhanced,20,batch_avg,CSI,181,4,0.113407
Enhanced,25,batch_avg,CSI,181,4,0.081824
Enhanced,30,batch_avg,CSI,181,4,0.057971
Enhanced,35,batch_avg,CSI,181,4,0.043645
Enhanced,40,batch_avg,CSI,181,4,0.029478
Enhanced,45,batch_avg,CSI,181,4,0.022272
Enhanced,50,batch_avg,CSI,181,4,0.019578
Enhanced,55,batch_avg,CSI,181,4,0.019574
Enhanced,60,batch_avg,CSI,181,4,0.018997
Enhanced,5,global_count,CSI,181,4,0.672268
Enhanced,10,global_count,CSI,181,4,0.638727
Enhanced,15,global_count,CSI,181,4,0.573275
Enhanced,20,global_count,CSI,181,4,0.518309
Enhanced,25,global_count,CSI,181,4,0.500862
Enhanced,30,global_count,CSI,181,4,0.448820
Enhanced,35,global_count,CSI,181,4,0.427449
Enhanced,40,global_count,CSI,181,4,0.299591
Enhanced,45,global_count,CSI,181,4,0.178857
Enhanced,50,global_count,CSI,181,4,0.167816
Enhanced,55,global_count,CSI,181,4,0.196592
Enhanced,60,global_count,CSI,181,4,0.196681
Enhanced,5,batch_avg,CSI,181,16,0.342977
Enhanced,10,batch_avg,CSI,181,16,0.230504
Enhanced,15,batch_avg,CSI,181,16,0.177185
Enhanced,20,batch_avg,CSI,181,16,0.130333
Enhanced,25,batch_avg,CSI,181,16,0.094349
Enhanced,30,batch_avg,CSI,181,16,0.064766
Enhanced,35,batch_avg,CSI,181,16,0.048830
Enhanced,40,batch_avg,CSI,181,16,0.032529
Enhanced,45,batch_avg,CSI,181,16,0.022554
Enhanced,50,batch_avg,CSI,181,16,0.018555
Enhanced,55,batch_avg,CSI,181,16,0.018651
Enhanced,60,batch_avg,CSI,181,16,0.017703
Enhanced,5,global_count,CSI,181,16,0.590269
Enhanced,10,global_count,CSI,181,16,0.483158
Enhanced,15,global_count,CSI,181,16,0.410448
Enhanced,20,global_count,CSI,181,16,0.349102
Enhanced,25,global_count,CSI,181,16,0.305651
Enhanced,30,global_count,CSI,181,16,0.254683
Enhanced,35,global_count,CSI,181,16,0.226176
Enhanced,40,global_count,CSI,181,16,0.161231
Enhanced,45,global_count,CSI,181,16,0.092851
Enhanced,50,global_count,CSI,181,16,0.080634
Enhanced,55,global_count,CSI,181,16,0.085193
Enhanced,60,global_count,CSI,181,16,0.084572
Enhanced,5,batch_avg,CSI,219,1,0.058705
Enhanced,10,batch_avg,CSI,219,1,0.042742
Enhanced,15,batch_avg,CSI,219,1,0.034789
Enhanced,20,batch_avg,CSI,219,1,0.029217
Enhanced,25,batch_avg,CSI,219,1,0.028897
Enhanced,30,batch_avg,CSI,219,1,0.025567
Enhanced,35,batch_avg,CSI,219,1,0.025152
Enhanced,40,batch_avg,CSI,219,1,0.023147
Enhanced,45,batch_avg,CSI,219,1,0.021795
Enhanced,50,batch_avg,CSI,219,1,0.020900
Enhanced,55,batch_avg,CSI,219,1,0.020547
Enhanced,60,batch_avg,CSI,219,1,0.020454
Enhanced,5,global_count,CSI,219,1,0.643737
Enhanced,10,global_count,CSI,219,1,0.710072
